2.5;1;2.1;2.47208227;5;2;4
2.5;1.5;0.9;1.09202603;5;3;0
2.5;1.5;1.2;4.20377452;5;3;1
2.5;1.5;1.5;6.1531597;5;3;2
2.5;1.5;1.8;5.97822415;5;3;3
2.5;1.5;2.1;2.72142039;5;3;4
2.5;2;0.9;1.38396194;5;4;0
2.5;2;1.2;4.55653039;5;4;1
2.5;2;1.5;5.37485731;5;4;2
2.5;2;1.8;5.05692137;5;4;3
2.5;2;2.1;2.56501921;5;4;4
2.5;2.5;0.9;0.56384674;5;5;0
2.5;2.5;1.2;2.94850465;5;5;1
2.5;2.5;1.5;3.55909712;5;5;2
2.5;2.5;1.8;3.22120947;5;5;3
2.5;2.5;2.1;1.65782401;5;5;4
2.5;3;0.9;-0.67435248;5;6;0
2.5;3;1.2;0.91867357;5;6;1
2.5;3;1.5;1.37628279;5;6;2
2.5;3;1.8;1.32931882;5;6;3
2.5;3;2.1;-0.10363908;5;6;4
3;0;0.9;-1.42260225;6;0;0
3;0;1.2;-0.23542758;6;0;1
3;0;1.5;0.14832318;6;0;2
3;0;1.8;-0.25164729;6;0;3
3;0;2.1;-1.1818068;6;0;4
3;0.5;0.9;-0.93859518;6;1;0
3;0.5;1.2;0.82182012;6;1;1
3;0.5;1.5;1.51347387;6;1;2
3;0.5;1.8;1.2582605;6;1;3
3;0.5;2.1;-0.20423152;6;1;4
3;1;0.9;0.34288699;6;2;0
3;1;1.2;2.00018447;6;2;1
3;1;1.5;2.59501141;6;2;2
3;1;1.8;2.47234487;6;2;3
3;1;2.1;0.92362001;6;2;4
3;1.5;0.9;0.18844028;6;3;0
3;1.5;1.2;2.24990978;6;3;1
3;1.5;1.5;2.79042648;6;3;2
3;1.5;1.8;3.43636127;6;3;3
3;1.5;2.1;0.9623121;6;3;4
3;2;0.9;0.10559421;6;4;0
3;2;1.2;2.22912511;6;4;1
3;2;1.5;2.79981301;6;4;2
3;2;1.8;2.42287216;6;4;3
3;2;2.1;0.93971905;6;4;4
3;2.5;0.9;-0.28279502;6;5;0
3;2.5;1.2;0.97357734;6;5;1
3;2.5;1.5;1.52704523;6;5;2
3;2.5;1.8;1.38305985;6;5;3
3;2.5;2.1;0.10823065;6;5;4
3;3;0.9;-1.44394648;6;6;0
3;3;1.2;-0.02184332;6;6;1
3;3;1.5;-0.34466504;6;6;2
3;3;1.8;-0.08146361;6;6;3
3;3;2.1;-0.99839098;6;6;4
